Time,Major,Minor,RSSI,Accuracy
2025-06-12 11:12:01,2,1,-54,1.77
2025-06-12 11:12:02,2,1,-55,1.93
2025-06-12 11:12:03,2,1,-55,2.04
2025-06-12 11:12:04,2,1,-55,2.14
2025-06-12 11:12:05,2,1,-55,2.21
2025-06-12 11:12:01,2,2,-59,1.81
2025-06-12 11:12:02,2,2,-57,2.06
2025-06-12 11:12:03,2,2,-60,2.43
2025-06-12 11:12:04,2,2,-59,2.71
2025-06-12 11:12:05,2,2,-60,3.02
2025-06-12 11:12:01,2,3,-53,1.79
2025-06-12 11:12:03,2,3,-54,1.88
2025-06-12 11:12:04,2,3,-55,2.07
2025-06-12 11:12:05,2,3,-54,2.09
2025-06-12 11:12:01,2,4,-69,16.42
2025-06-12 11:12:02,2,4,-68,16.01
2025-06-12 11:12:03,2,4,-67,15.40
2025-06-12 11:12:04,2,4,-65,14.36
2025-06-12 11:12:05,2,4,-65,13.51
2025-06-12 11:12:01,2,5,-55,4.98
2025-06-12 11:12:02,2,5,-56,4.44
2025-06-12 11:12:03,2,5,-60,4.47
2025-06-12 11:12:04,2,5,-59,4.40
2025-06-12 11:12:05,2,5,-61,4.53
2025-06-12 11:12:01,2,6,-68,9.25
2025-06-12 11:12:02,2,6,-65,9.19
2025-06-12 11:12:03,2,6,-65,9.14
2025-06-12 11:12:04,2,6,-66,9.24
2025-06-12 11:12:05,2,6,-68,9.59
2025-06-12 11:12:01,2,7,-69,34.63
2025-06-12 11:12:02,2,7,-72,33.30
2025-06-12 11:12:03,2,7,-79,34.13
2025-06-12 11:12:05,2,7,-80,35.14
2025-06-12 11:12:01,2,8,-70,26.82
2025-06-12 11:12:02,2,8,-68,24.70
2025-06-12 11:12:03,2,8,-67,22.58
2025-06-12 11:12:04,2,8,-71,22.24
2025-06-12 11:12:05,2,8,-67,20.64
Summary,2,1,-54,-54
Summary,2,2,-57,-59
Summary,2,3,-53,-54
Summary,2,4,-65,-66
Summary,2,5,-55,-58
Summary,2,6,-65,-66
Summary,2,7,-69,-75
Summary,2,8,-67,-68
