Time,Major,Minor,RSSI,Accuracy
2025-06-12 11:37:43,2,1,-58,4.26
2025-06-12 11:37:44,2,1,-59,4.22
2025-06-12 11:37:45,2,1,-58,4.09
2025-06-12 11:37:46,2,1,-58,3.99
2025-06-12 11:37:47,2,1,-58,3.91
2025-06-12 11:37:43,2,2,-60,5.73
2025-06-12 11:37:44,2,2,-61,5.65
2025-06-12 11:37:45,2,2,-61,5.59
2025-06-12 11:37:43,2,3,-53,1.54
2025-06-12 11:37:44,2,3,-53,1.63
2025-06-12 11:37:45,2,3,-53,1.70
2025-06-12 11:37:46,2,3,-52,1.69
2025-06-12 11:37:47,2,3,-52,1.68
2025-06-12 11:37:43,2,4,-61,3.38
2025-06-12 11:37:44,2,4,-59,3.51
2025-06-12 11:37:45,2,4,-59,3.61
2025-06-12 11:37:46,2,4,-54,3.18
2025-06-12 11:37:47,2,4,-55,3.00
2025-06-12 11:37:43,2,5,-45,0.67
2025-06-12 11:37:44,2,5,-44,0.64
2025-06-12 11:37:45,2,5,-44,0.62
2025-06-12 11:37:46,2,5,-44,0.61
2025-06-12 11:37:47,2,5,-44,0.61
2025-06-12 11:37:43,2,6,-56,2.74
2025-06-12 11:37:44,2,6,-59,2.95
2025-06-12 11:37:45,2,6,-56,2.91
2025-06-12 11:37:46,2,6,-53,2.61
2025-06-12 11:37:47,2,6,-54,2.49
2025-06-12 11:37:43,2,7,-76,16.59
2025-06-12 11:37:44,2,7,-65,15.24
2025-06-12 11:37:45,2,7,-66,14.48
2025-06-12 11:37:46,2,7,-68,14.30
2025-06-12 11:37:47,2,7,-72,14.81
2025-06-12 11:37:43,2,8,-74,14.20
2025-06-12 11:37:44,2,8,-76,15.26
2025-06-12 11:37:45,2,8,-72,15.78
2025-06-12 11:37:46,2,8,-77,16.91
2025-06-12 11:37:47,2,8,-74,17.65
Summary,2,1,-58,-58
Summary,2,2,-60,-60
Summary,2,3,-52,-52
Summary,2,4,-54,-57
Summary,2,5,-44,-44
Summary,2,6,-53,-55
Summary,2,7,-65,-69
Summary,2,8,-72,-74
