Time,Major,Minor,RSSI,Accuracy
2025-06-12 11:43:01,2,1,-74,18.07
2025-06-12 11:43:02,2,1,-67,17.13
2025-06-12 11:43:03,2,1,-66,16.06
2025-06-12 11:43:04,2,1,-73,16.60
2025-06-12 11:43:05,2,1,-76,17.49
2025-06-12 11:43:01,2,2,-75,8.30
2025-06-12 11:43:02,2,2,-66,8.52
2025-06-12 11:43:03,2,2,-67,8.85
2025-06-12 11:43:04,2,2,-67,9.14
2025-06-12 11:43:05,2,2,-67,9.40
2025-06-12 11:43:01,2,3,-65,5.41
2025-06-12 11:43:03,2,3,-66,5.87
2025-06-12 11:43:04,2,3,-67,6.58
2025-06-12 11:43:05,2,3,-62,6.46
2025-06-12 11:43:01,2,4,-60,3.63
2025-06-12 11:43:02,2,4,-57,3.53
2025-06-12 11:43:03,2,4,-56,3.35
2025-06-12 11:43:04,2,4,-55,3.12
2025-06-12 11:43:05,2,4,-58,3.21
2025-06-12 11:43:01,2,5,-44,0.52
2025-06-12 11:43:02,2,5,-47,0.64
2025-06-12 11:43:03,2,5,-49,0.78
2025-06-12 11:43:04,2,5,-43,0.66
2025-06-12 11:43:05,2,5,-43,0.60
2025-06-12 11:43:01,2,6,-45,0.94
2025-06-12 11:43:02,2,6,-45,0.83
2025-06-12 11:43:03,2,6,-46,0.81
2025-06-12 11:43:04,2,6,-48,0.87
2025-06-12 11:43:05,2,6,-51,1.02
2025-06-12 11:43:01,2,7,-63,6.38
2025-06-12 11:43:02,2,7,-60,6.04
2025-06-12 11:43:03,2,7,-60,5.78
2025-06-12 11:43:04,2,7,-59,5.43
2025-06-12 11:43:05,2,7,-59,5.16
2025-06-12 11:43:01,2,8,-63,8.66
2025-06-12 11:43:02,2,8,-66,8.83
2025-06-12 11:43:03,2,8,-66,8.97
2025-06-12 11:43:04,2,8,-62,8.41
2025-06-12 11:43:05,2,8,-61,7.78
Summary,2,1,-66,-71
Summary,2,2,-66,-68
Summary,2,3,-62,-65
Summary,2,4,-55,-57
Summary,2,5,-43,-45
Summary,2,6,-45,-47
Summary,2,7,-59,-60
Summary,2,8,-61,-63
