Time,Major,Minor,RSSI,Accuracy
2025-06-12 11:07:49,2,1,-50,1.24
2025-06-12 11:07:50,2,1,-49,1.21
2025-06-12 11:07:51,2,1,-48,1.13
2025-06-12 11:07:52,2,1,-48,1.09
2025-06-12 11:07:53,2,1,-47,1.01
2025-06-12 11:07:49,2,2,-61,3.37
2025-06-12 11:07:50,2,2,-62,3.82
2025-06-12 11:07:51,2,2,-61,4.10
2025-06-12 11:07:52,2,2,-54,3.42
2025-06-12 11:07:53,2,2,-52,2.79
2025-06-12 11:07:49,2,3,-59,3.30
2025-06-12 11:07:50,2,3,-58,3.35
2025-06-12 11:07:51,2,3,-56,3.22
2025-06-12 11:07:52,2,3,-56,3.12
2025-06-12 11:07:53,2,3,-51,2.53
2025-06-12 11:07:49,2,4,-73,22.13
2025-06-12 11:07:50,2,4,-70,21.55
2025-06-12 11:07:51,2,4,-67,20.05
2025-06-12 11:07:52,2,4,-73,20.36
2025-06-12 11:07:53,2,4,-68,19.41
2025-06-12 11:07:49,2,5,-75,8.04
2025-06-12 11:07:50,2,5,-66,8.27
2025-06-12 11:07:51,2,5,-66,8.48
2025-06-12 11:07:52,2,5,-64,8.37
2025-06-12 11:07:53,2,5,-65,8.43
2025-06-12 11:07:49,2,6,-72,14.23
2025-06-12 11:07:50,2,6,-71,14.60
2025-06-12 11:07:51,2,6,-68,14.41
2025-06-12 11:07:52,2,6,-68,14.24
2025-06-12 11:07:53,2,6,-68,14.09
2025-06-12 11:07:51,2,7,-76,35.94
2025-06-12 11:07:52,2,7,-78,69.09
2025-06-12 11:07:53,2,7,-79,68.05
2025-06-12 11:07:49,2,8,-76,37.98
2025-06-12 11:07:50,2,8,-76,37.84
2025-06-12 11:07:51,2,8,-75,37.36
2025-06-12 11:07:53,2,8,-78,37.84
Summary,2,1,-47,-48
Summary,2,2,-52,-58
Summary,2,3,-51,-56
Summary,2,4,-67,-70
Summary,2,5,-64,-67
Summary,2,6,-68,-69
Summary,2,7,-76,-77
Summary,2,8,-75,-76
