Time,Major,Minor,RSSI,Accuracy
2025-06-12 11:12:25,2,1,-58,2.87
2025-06-12 11:12:26,2,1,-57,2.95
2025-06-12 11:12:27,2,1,-55,2.80
2025-06-12 11:12:28,2,1,-55,2.71
2025-06-12 11:12:29,2,1,-56,2.72
2025-06-12 11:12:25,2,2,-62,5.64
2025-06-12 11:12:26,2,2,-60,5.45
2025-06-12 11:12:27,2,2,-59,5.17
2025-06-12 11:12:28,2,2,-58,4.82
2025-06-12 11:12:29,2,2,-62,4.98
2025-06-12 11:12:25,2,3,-51,1.75
2025-06-12 11:12:26,2,3,-53,1.78
2025-06-12 11:12:27,2,3,-49,1.55
2025-06-12 11:12:28,2,3,-51,1.53
2025-06-12 11:12:29,2,3,-52,1.56
2025-06-12 11:12:25,2,4,-64,8.01
2025-06-12 11:12:26,2,4,-64,7.98
2025-06-12 11:12:27,2,4,-65,8.08
2025-06-12 11:12:28,2,4,-68,8.52
2025-06-12 11:12:29,2,4,-69,9.03
2025-06-12 11:12:25,2,5,-55,2.32
2025-06-12 11:12:26,2,5,-56,2.42
2025-06-12 11:12:27,2,5,-57,2.57
2025-06-12 11:12:28,2,5,-56,2.61
2025-06-12 11:12:29,2,5,-57,2.72
2025-06-12 11:12:25,2,6,-67,6.95
2025-06-12 11:12:26,2,6,-67,7.49
2025-06-12 11:12:27,2,6,-66,7.83
2025-06-12 11:12:28,2,6,-66,8.12
2025-06-12 11:12:29,2,6,-68,8.62
2025-06-12 11:12:25,2,7,-76,25.61
2025-06-12 11:12:26,2,7,-77,26.36
2025-06-12 11:12:27,2,7,-68,24.42
2025-06-12 11:12:28,2,7,-69,23.24
2025-06-12 11:12:29,2,7,-65,20.60
2025-06-12 11:12:25,2,8,-69,17.63
2025-06-12 11:12:26,2,8,-67,16.78
2025-06-12 11:12:27,2,8,-67,16.07
2025-06-12 11:12:28,2,8,-71,16.30
2025-06-12 11:12:29,2,8,-74,16.97
Summary,2,1,-55,-56
Summary,2,2,-58,-60
Summary,2,3,-49,-51
Summary,2,4,-64,-66
Summary,2,5,-55,-56
Summary,2,6,-66,-66
Summary,2,7,-65,-71
Summary,2,8,-67,-69
