Time,Major,Minor,RSSI,Accuracy
2025-06-12 11:45:41,2,1,-81,24.43
2025-06-12 11:45:41,2,2,-74,12.81
2025-06-12 11:45:42,2,2,-73,13.57
2025-06-12 11:45:43,2,2,-73,14.31
2025-06-12 11:45:44,2,2,-71,14.72
2025-06-12 11:45:45,2,2,-72,15.26
2025-06-12 11:45:41,2,3,-62,5.69
2025-06-12 11:45:42,2,3,-59,5.36
2025-06-12 11:45:43,2,3,-60,5.23
2025-06-12 11:45:44,2,3,-65,5.60
2025-06-12 11:45:45,2,3,-67,6.10
2025-06-12 11:45:41,2,4,-59,3.06
2025-06-12 11:45:42,2,4,-59,3.24
2025-06-12 11:45:43,2,4,-57,3.22
2025-06-12 11:45:44,2,4,-57,3.21
2025-06-12 11:45:45,2,4,-59,3.36
2025-06-12 11:45:41,2,5,-50,1.41
2025-06-12 11:45:42,2,5,-50,1.37
2025-06-12 11:45:43,2,5,-49,1.29
2025-06-12 11:45:44,2,5,-49,1.24
2025-06-12 11:45:45,2,5,-50,1.26
2025-06-12 11:45:41,2,6,-54,2.18
2025-06-12 11:45:42,2,6,-54,2.17
2025-06-12 11:45:43,2,6,-55,2.24
2025-06-12 11:45:44,2,6,-53,2.14
2025-06-12 11:45:45,2,6,-55,2.21
2025-06-12 11:45:41,2,7,-61,5.31
2025-06-12 11:45:42,2,7,-62,5.41
2025-06-12 11:45:43,2,7,-60,5.27
2025-06-12 11:45:44,2,7,-57,4.75
2025-06-12 11:45:45,2,7,-57,4.38
2025-06-12 11:45:41,2,8,-58,3.18
2025-06-12 11:45:42,2,8,-57,3.17
2025-06-12 11:45:43,2,8,-57,3.17
2025-06-12 11:45:44,2,8,-59,3.33
2025-06-12 11:45:45,2,8,-61,3.60
Summary,2,1,-81,-81
Summary,2,2,-71,-72
Summary,2,3,-59,-62
Summary,2,4,-57,-58
Summary,2,5,-49,-49
Summary,2,6,-53,-54
Summary,2,7,-57,-59
Summary,2,8,-57,-58
