Time,Major,Minor,RSSI,Accuracy
2025-06-12 11:15:40,2,1,-58,3.60
2025-06-12 11:15:41,2,1,-58,3.60
2025-06-12 11:15:42,2,1,-58,3.60
2025-06-12 11:15:43,2,1,-59,3.69
2025-06-12 11:15:40,2,2,-54,2.02
2025-06-12 11:15:41,2,2,-56,2.17
2025-06-12 11:15:42,2,2,-53,2.09
2025-06-12 11:15:43,2,2,-54,2.11
2025-06-12 11:15:40,2,3,-51,1.11
2025-06-12 11:15:41,2,3,-47,1.02
2025-06-12 11:15:42,2,3,-47,0.97
2025-06-12 11:15:43,2,3,-47,0.94
2025-06-12 11:15:40,2,4,-67,13.59
2025-06-12 11:15:41,2,4,-67,13.31
2025-06-12 11:15:42,2,4,-65,12.61
2025-06-12 11:15:43,2,4,-68,12.65
2025-06-12 11:15:40,2,5,-58,4.31
2025-06-12 11:15:41,2,5,-60,4.37
2025-06-12 11:15:42,2,5,-59,4.31
2025-06-12 11:15:43,2,5,-58,4.15
2025-06-12 11:15:40,2,6,-60,5.83
2025-06-12 11:15:41,2,6,-60,5.59
2025-06-12 11:15:42,2,6,-69,6.22
2025-06-12 11:15:43,2,6,-68,6.78
2025-06-12 11:15:40,2,7,-75,16.98
2025-06-12 11:15:41,2,7,-70,16.95
2025-06-12 11:15:42,2,7,-68,16.44
2025-06-12 11:15:43,2,7,-76,17.38
2025-06-12 11:15:40,2,8,-72,20.45
2025-06-12 11:15:41,2,8,-69,19.77
2025-06-12 11:15:42,2,8,-72,19.92
2025-06-12 11:15:43,2,8,-70,19.58
Summary,2,1,-58,-58
Summary,2,2,-53,-54
Summary,2,3,-47,-48
Summary,2,4,-65,-66
Summary,2,5,-58,-58
Summary,2,6,-60,-64
Summary,2,7,-68,-72
Summary,2,8,-69,-70
