Time,Major,Minor,RSSI,Accuracy
2025-06-12 11:58:45,2,1,-70,31.30
2025-06-12 11:58:46,2,1,-70,29.47
2025-06-12 11:58:47,2,1,-72,28.72
2025-06-12 11:58:48,2,1,-71,27.70
2025-06-12 11:58:49,2,1,-73,27.44
2025-06-12 11:58:45,2,2,-75,22.53
2025-06-12 11:58:47,2,2,-77,23.43
2025-06-12 11:58:48,2,2,-75,24.08
2025-06-12 11:58:49,2,2,-77,25.11
2025-06-12 11:58:45,2,3,-73,25.00
2025-06-12 11:58:46,2,3,-70,24.01
2025-06-12 11:58:47,2,3,-68,22.43
2025-06-12 11:58:48,2,3,-73,22.59
2025-06-12 11:58:49,2,3,-71,22.23
2025-06-12 11:58:45,2,4,-77,32.63
2025-06-12 11:58:46,2,4,-78,33.35
2025-06-12 11:58:47,2,4,-79,34.27
2025-06-12 11:58:48,2,4,-75,34.07
2025-06-12 11:58:49,2,4,-73,33.13
2025-06-12 11:58:45,2,5,-65,6.84
2025-06-12 11:58:46,2,5,-68,7.36
2025-06-12 11:58:47,2,5,-73,8.22
2025-06-12 11:58:48,2,5,-69,8.78
2025-06-12 11:58:49,2,5,-66,8.93
2025-06-12 11:58:45,2,6,-55,2.54
2025-06-12 11:58:46,2,6,-58,2.72
2025-06-12 11:58:47,2,6,-62,3.11
2025-06-12 11:58:48,2,6,-57,3.12
2025-06-12 11:58:49,2,6,-55,2.95
2025-06-12 11:58:45,2,7,-62,4.13
2025-06-12 11:58:46,2,7,-61,4.31
2025-06-12 11:58:47,2,7,-59,4.26
2025-06-12 11:58:48,2,7,-58,4.12
2025-06-12 11:58:49,2,7,-58,4.01
2025-06-12 11:58:45,2,8,-47,0.89
2025-06-12 11:58:46,2,8,-46,0.84
2025-06-12 11:58:47,2,8,-47,0.86
2025-06-12 11:58:48,2,8,-48,0.90
2025-06-12 11:58:49,2,8,-45,0.81
Summary,2,1,-70,-71
Summary,2,2,-75,-76
Summary,2,3,-68,-71
Summary,2,4,-73,-76
Summary,2,5,-65,-68
Summary,2,6,-55,-57
Summary,2,7,-58,-59
Summary,2,8,-45,-46
