Time,Major,Minor,RSSI,Accuracy
2025-06-12 11:17:05,2,1,-55,3.63
2025-06-12 11:17:06,2,1,-55,3.32
2025-06-12 11:17:07,2,1,-54,3.01
2025-06-12 11:17:08,2,1,-56,2.96
2025-06-12 11:17:09,2,1,-58,3.07
2025-06-12 11:17:05,2,2,-51,1.78
2025-06-12 11:17:06,2,2,-52,1.75
2025-06-12 11:17:07,2,2,-52,1.72
2025-06-12 11:17:08,2,2,-52,1.71
2025-06-12 11:17:09,2,2,-52,1.70
2025-06-12 11:17:05,2,3,-43,0.59
2025-06-12 11:17:06,2,3,-43,0.56
2025-06-12 11:17:07,2,3,-44,0.58
2025-06-12 11:17:08,2,3,-42,0.52
2025-06-12 11:17:09,2,3,-42,0.50
2025-06-12 11:17:05,2,4,-61,7.49
2025-06-12 11:17:06,2,4,-60,6.93
2025-06-12 11:17:07,2,4,-60,6.49
2025-06-12 11:17:08,2,4,-62,6.42
2025-06-12 11:17:09,2,4,-62,6.35
2025-06-12 11:17:05,2,5,-62,3.10
2025-06-12 11:17:06,2,5,-59,3.28
2025-06-12 11:17:07,2,5,-59,3.42
2025-06-12 11:17:08,2,5,-59,3.54
2025-06-12 11:17:09,2,5,-61,3.80
2025-06-12 11:17:05,2,6,-56,3.10
2025-06-12 11:17:06,2,6,-51,2.52
2025-06-12 11:17:07,2,6,-52,2.27
2025-06-12 11:17:08,2,6,-53,2.17
2025-06-12 11:17:09,2,6,-53,2.10
2025-06-12 11:17:05,2,7,-68,15.24
2025-06-12 11:17:06,2,7,-65,13.57
2025-06-12 11:17:07,2,7,-65,12.54
2025-06-12 11:17:08,2,7,-67,12.35
2025-06-12 11:17:09,2,7,-69,12.62
2025-06-12 11:17:05,2,8,-72,19.82
2025-06-12 11:17:06,2,8,-70,19.48
2025-06-12 11:17:07,2,8,-69,18.92
2025-06-12 11:17:08,2,8,-70,18.70
2025-06-12 11:17:09,2,8,-70,18.49
Summary,2,1,-54,-55
Summary,2,2,-51,-51
Summary,2,3,-42,-42
Summary,2,4,-60,-61
Summary,2,5,-59,-60
Summary,2,6,-51,-53
Summary,2,7,-65,-66
Summary,2,8,-69,-70
