Time,Major,Minor,RSSI,Accuracy
2025-06-12 12:02:46,2,1,-78,35.79
2025-06-12 12:02:47,2,1,-81,37.02
2025-06-12 12:02:48,2,1,-78,37.54
2025-06-12 12:02:49,2,1,-77,37.75
2025-06-12 12:02:50,2,1,-76,37.62
2025-06-12 12:02:51,2,1,-74,36.74
2025-06-12 12:02:48,2,2,-78,25.14
2025-06-12 12:02:49,2,2,-80,27.13
2025-06-12 12:02:50,2,2,-73,26.79
2025-06-12 12:02:51,2,2,-71,25.63
2025-06-12 12:02:46,2,3,-74,11.93
2025-06-12 12:02:47,2,3,-71,12.50
2025-06-12 12:02:48,2,3,-69,12.73
2025-06-12 12:02:49,2,3,-71,13.24
2025-06-12 12:02:50,2,3,-71,13.72
2025-06-12 12:02:51,2,3,-68,13.62
2025-06-12 12:02:46,2,4,-78,39.62
2025-06-12 12:02:47,2,4,-77,39.70
2025-06-12 12:02:48,2,4,-75,39.05
2025-06-12 12:02:49,2,4,-78,39.46
2025-06-12 12:02:50,2,4,-78,39.85
2025-06-12 12:02:51,2,4,-78,40.21
2025-06-12 12:02:46,2,5,-61,5.00
2025-06-12 12:02:47,2,5,-62,5.15
2025-06-12 12:02:48,2,5,-62,5.28
2025-06-12 12:02:49,2,5,-60,5.16
2025-06-12 12:02:50,2,5,-57,4.66
2025-06-12 12:02:51,2,5,-56,4.18
2025-06-12 12:02:46,2,6,-52,2.56
2025-06-12 12:02:47,2,6,-51,2.20
2025-06-12 12:02:48,2,6,-51,1.97
2025-06-12 12:02:49,2,6,-51,1.82
2025-06-12 12:02:50,2,6,-51,1.72
2025-06-12 12:02:51,2,6,-51,1.64
2025-06-12 12:02:46,2,7,-59,4.67
2025-06-12 12:02:47,2,7,-64,5.02
2025-06-12 12:02:48,2,7,-62,5.16
2025-06-12 12:02:49,2,7,-62,5.29
2025-06-12 12:02:50,2,7,-65,5.67
2025-06-12 12:02:51,2,7,-63,5.83
2025-06-12 12:02:46,2,8,-55,1.96
2025-06-12 12:02:47,2,8,-55,2.07
2025-06-12 12:02:48,2,8,-49,1.71
2025-06-12 12:02:49,2,8,-52,1.70
2025-06-12 12:02:50,2,8,-51,1.63
2025-06-12 12:02:51,2,8,-59,1.95
Summary,2,1,-74,-77
Summary,2,2,-71,-75
Summary,2,3,-68,-70
Summary,2,4,-75,-77
Summary,2,5,-56,-59
Summary,2,6,-51,-51
Summary,2,7,-59,-62
Summary,2,8,-49,-53
