Time,Major,Minor,RSSI,Accuracy
2025-06-12 11:57:39,2,1,-76,38.05
2025-06-12 11:57:40,2,1,-75,37.53
2025-06-12 11:57:41,2,1,-77,37.74
2025-06-12 11:57:42,2,1,-76,37.61
2025-06-12 11:57:43,2,1,-78,38.10
2025-06-12 11:57:39,2,2,-69,17.41
2025-06-12 11:57:40,2,2,-68,16.86
2025-06-12 11:57:41,2,2,-67,16.13
2025-06-12 11:57:42,2,2,-68,15.75
2025-06-12 11:57:43,2,2,-66,14.93
2025-06-12 11:57:39,2,3,-72,15.16
2025-06-12 11:57:40,2,3,-72,15.66
2025-06-12 11:57:41,2,3,-72,16.13
2025-06-12 11:57:42,2,3,-73,16.73
2025-06-12 11:57:43,2,3,-74,17.45
2025-06-12 11:57:39,2,4,-83,27.00
2025-06-12 11:57:40,2,4,-78,27.90
2025-06-12 11:57:41,2,4,-79,28.95
2025-06-12 11:57:42,2,4,-81,30.29
2025-06-12 11:57:43,2,4,-74,30.08
2025-06-12 11:57:39,2,5,-67,5.71
2025-06-12 11:57:40,2,5,-63,5.89
2025-06-12 11:57:41,2,5,-63,6.04
2025-06-12 11:57:42,2,5,-64,6.28
2025-06-12 11:57:43,2,5,-63,6.37
2025-06-12 11:57:39,2,6,-59,3.73
2025-06-12 11:57:40,2,6,-59,3.80
2025-06-12 11:57:41,2,6,-65,4.28
2025-06-12 11:57:42,2,6,-59,4.24
2025-06-12 11:57:43,2,6,-57,3.98
2025-06-12 11:57:39,2,7,-65,5.96
2025-06-12 11:57:40,2,7,-67,6.47
2025-06-12 11:57:41,2,7,-66,6.86
2025-06-12 11:57:42,2,7,-65,7.10
2025-06-12 11:57:43,2,7,-74,8.02
2025-06-12 11:57:39,2,8,-54,2.66
2025-06-12 11:57:40,2,8,-52,2.35
2025-06-12 11:57:41,2,8,-58,2.55
2025-06-12 11:57:42,2,8,-56,2.60
2025-06-12 11:57:43,2,8,-56,2.64
Summary,2,1,-75,-76
Summary,2,2,-66,-67
Summary,2,3,-72,-72
Summary,2,4,-74,-79
Summary,2,5,-63,-64
Summary,2,6,-57,-59
Summary,2,7,-65,-67
Summary,2,8,-52,-55
