Time,Major,Minor,RSSI,Accuracy
2025-06-12 11:49:56,2,1,-77,22.26
2025-06-12 11:49:57,2,1,-75,22.88
2025-06-12 11:49:58,2,1,-77,23.81
2025-06-12 11:49:59,2,1,-74,24.12
2025-06-12 11:50:00,2,1,-72,23.87
2025-06-12 11:49:56,2,2,-72,15.77
2025-06-12 11:49:57,2,2,-69,15.65
2025-06-12 11:49:58,2,2,-68,15.31
2025-06-12 11:49:59,2,2,-68,15.02
2025-06-12 11:50:00,2,2,-67,14.54
2025-06-12 11:49:56,2,3,-64,9.16
2025-06-12 11:49:57,2,3,-61,8.38
2025-06-12 11:49:58,2,3,-60,7.59
2025-06-12 11:49:59,2,3,-65,7.73
2025-06-12 11:50:00,2,3,-61,7.28
2025-06-12 11:49:56,2,4,-75,21.23
2025-06-12 11:49:57,2,4,-75,21.87
2025-06-12 11:49:58,2,4,-69,20.96
2025-06-12 11:49:59,2,4,-67,19.50
2025-06-12 11:50:00,2,4,-72,19.67
2025-06-12 11:49:56,2,5,-54,1.94
2025-06-12 11:49:57,2,5,-53,1.93
2025-06-12 11:49:58,2,5,-53,1.92
2025-06-12 11:49:59,2,5,-56,2.09
2025-06-12 11:50:00,2,5,-53,2.03
2025-06-12 11:49:56,2,6,-45,0.87
2025-06-12 11:49:57,2,6,-45,0.79
2025-06-12 11:49:58,2,6,-45,0.75
2025-06-12 11:49:59,2,6,-45,0.72
2025-06-12 11:50:00,2,6,-44,0.67
2025-06-12 11:49:56,2,7,-67,2.71
2025-06-12 11:49:57,2,7,-67,3.28
2025-06-12 11:49:58,2,7,-55,3.05
2025-06-12 11:49:59,2,7,-61,3.36
2025-06-12 11:50:00,2,7,-54,3.00
2025-06-12 11:49:56,2,8,-57,2.33
2025-06-12 11:49:57,2,8,-54,2.28
2025-06-12 11:49:58,2,8,-52,2.09
2025-06-12 11:49:59,2,8,-51,1.88
2025-06-12 11:50:00,2,8,-49,1.61
Summary,2,1,-72,-75
Summary,2,2,-67,-68
Summary,2,3,-60,-62
Summary,2,4,-67,-71
Summary,2,5,-53,-53
Summary,2,6,-44,-44
Summary,2,7,-54,-60
Summary,2,8,-49,-52
