Time,Major,Minor,RSSI,Accuracy
2025-06-12 11:22:11,2,1,-59,5.19
2025-06-12 11:22:12,2,1,-59,4.98
2025-06-12 11:22:13,2,1,-57,4.55
2025-06-12 11:22:14,2,1,-58,4.36
2025-06-12 11:22:15,2,1,-60,4.40
2025-06-12 11:22:11,2,2,-61,5.16
2025-06-12 11:22:12,2,2,-58,4.80
2025-06-12 11:22:13,2,2,-55,4.12
2025-06-12 11:22:14,2,2,-55,3.68
2025-06-12 11:22:15,2,2,-57,3.57
2025-06-12 11:22:11,2,3,-50,1.20
2025-06-12 11:22:12,2,3,-52,1.32
2025-06-12 11:22:13,2,3,-54,1.50
2025-06-12 11:22:14,2,3,-55,1.70
2025-06-12 11:22:15,2,3,-56,1.91
2025-06-12 11:22:11,2,4,-59,6.20
2025-06-12 11:22:12,2,4,-60,5.90
2025-06-12 11:22:13,2,4,-60,5.67
2025-06-12 11:22:14,2,4,-59,5.35
2025-06-12 11:22:15,2,4,-58,4.97
2025-06-12 11:22:11,2,5,-59,2.90
2025-06-12 11:22:12,2,5,-57,2.96
2025-06-12 11:22:13,2,5,-54,2.73
2025-06-12 11:22:14,2,5,-51,2.29
2025-06-12 11:22:15,2,5,-53,2.19
2025-06-12 11:22:11,2,6,-59,4.41
2025-06-12 11:22:12,2,6,-58,4.24
2025-06-12 11:22:13,2,6,-55,3.75
2025-06-12 11:22:14,2,6,-58,3.72
2025-06-12 11:22:15,2,6,-58,3.69
2025-06-12 11:22:11,2,7,-67,13.71
2025-06-12 11:22:12,2,7,-65,12.89
2025-06-12 11:22:13,2,7,-64,11.98
2025-06-12 11:22:14,2,7,-66,11.72
2025-06-12 11:22:15,2,7,-65,11.29
2025-06-12 11:22:11,2,8,-66,15.96
2025-06-12 11:22:12,2,8,-67,15.38
2025-06-12 11:22:13,2,8,-66,14.63
2025-06-12 11:22:14,2,8,-67,14.23
2025-06-12 11:22:15,2,8,-66,13.66
Summary,2,1,-57,-58
Summary,2,2,-55,-57
Summary,2,3,-50,-53
Summary,2,4,-58,-59
Summary,2,5,-51,-54
Summary,2,6,-55,-57
Summary,2,7,-64,-65
Summary,2,8,-66,-66
