Time,Major,Minor,RSSI,Accuracy
2025-06-12 11:41:25,2,1,-68,8.33
2025-06-12 11:41:26,2,1,-69,9.01
2025-06-12 11:41:27,2,1,-71,9.85
2025-06-12 11:41:28,2,1,-72,10.74
2025-06-12 11:41:29,2,1,-67,10.83
2025-06-12 11:41:30,2,1,-70,11.38
2025-06-12 11:41:25,2,2,-63,10.75
2025-06-12 11:41:26,2,2,-59,9.01
2025-06-12 11:41:27,2,2,-64,8.84
2025-06-12 11:41:28,2,2,-64,8.69
2025-06-12 11:41:29,2,2,-70,9.24
2025-06-12 11:41:30,2,2,-78,10.28
2025-06-12 11:41:25,2,3,-53,2.95
2025-06-12 11:41:26,2,3,-57,2.99
2025-06-12 11:41:27,2,3,-58,3.10
2025-06-12 11:41:28,2,3,-56,3.03
2025-06-12 11:41:29,2,3,-54,2.79
2025-06-12 11:41:30,2,3,-53,2.53
2025-06-12 11:41:25,2,4,-48,1.21
2025-06-12 11:41:26,2,4,-47,1.08
2025-06-12 11:41:27,2,4,-46,0.96
2025-06-12 11:41:28,2,4,-46,0.89
2025-06-12 11:41:29,2,4,-46,0.85
2025-06-12 11:41:30,2,4,-45,0.78
2025-06-12 11:41:25,2,5,-44,0.56
2025-06-12 11:41:26,2,5,-44,0.58
2025-06-12 11:41:27,2,5,-44,0.59
2025-06-12 11:41:28,2,5,-45,0.62
2025-06-12 11:41:29,2,5,-46,0.68
2025-06-12 11:41:30,2,5,-47,0.75
2025-06-12 11:41:25,2,6,-58,3.70
2025-06-12 11:41:26,2,6,-56,3.42
2025-06-12 11:41:27,2,6,-55,3.14
2025-06-12 11:41:28,2,6,-57,3.14
2025-06-12 11:41:29,2,6,-57,3.15
2025-06-12 11:41:30,2,6,-58,3.23
2025-06-12 11:41:25,2,7,-58,8.67
2025-06-12 11:41:26,2,7,-62,8.24
2025-06-12 11:41:27,2,7,-61,7.71
2025-06-12 11:41:28,2,7,-63,7.58
2025-06-12 11:41:29,2,7,-62,7.33
2025-06-12 11:41:30,2,7,-61,6.97
2025-06-12 11:41:25,2,8,-70,28.46
2025-06-12 11:41:26,2,8,-72,27.83
2025-06-12 11:41:27,2,8,-70,26.55
2025-06-12 11:41:28,2,8,-70,25.46
2025-06-12 11:41:29,2,8,-69,24.15
2025-06-12 11:41:30,2,8,-72,23.93
Summary,2,1,-67,-69
Summary,2,2,-59,-66
Summary,2,3,-53,-55
Summary,2,4,-45,-46
Summary,2,5,-44,-45
Summary,2,6,-55,-56
Summary,2,7,-58,-61
Summary,2,8,-69,-70
