Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:10:40,1,1,-57,4.48
2025-06-13 15:10:41,1,1,-58,4.30
2025-06-13 15:10:42,1,1,-56,3.92
2025-06-13 15:10:43,1,1,-56,3.65
2025-06-13 15:10:44,1,1,-57,3.55
2025-06-13 15:10:40,1,2,-52,1.14
2025-06-13 15:10:41,1,2,-51,1.23
2025-06-13 15:10:42,1,2,-51,1.30
2025-06-13 15:10:43,1,2,-52,1.40
2025-06-13 15:10:44,1,2,-53,1.52
2025-06-13 15:10:40,1,3,-54,2.62
2025-06-13 15:10:41,1,3,-54,2.50
2025-06-13 15:10:42,1,3,-52,2.24
2025-06-13 15:10:43,1,3,-51,2.00
2025-06-13 15:10:44,1,3,-51,1.84
2025-06-13 15:10:40,1,4,-54,1.92
2025-06-13 15:10:41,1,4,-55,2.04
2025-06-13 15:10:42,1,4,-54,2.07
2025-06-13 15:10:43,1,4,-52,1.95
2025-06-13 15:10:44,1,4,-51,1.80
Summary,1,1,-56,-56
Summary,1,2,-51,-51
Summary,1,3,-51,-52
Summary,1,4,-51,-53
