Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:35:57,1,1,-59,3.80
2025-06-13 15:35:58,1,1,-62,4.09
2025-06-13 15:35:59,1,1,-61,4.28
2025-06-13 15:36:00,1,1,-62,4.53
2025-06-13 15:36:01,1,1,-61,4.65
2025-06-13 15:36:02,1,1,-60,4.65
2025-06-13 15:35:57,1,2,-63,5.30
2025-06-13 15:35:58,1,2,-64,5.60
2025-06-13 15:35:59,1,2,-63,5.78
2025-06-13 15:36:00,1,2,-66,6.21
2025-06-13 15:36:01,1,2,-65,6.53
2025-06-13 15:36:02,1,2,-63,6.57
2025-06-13 15:35:57,1,3,-52,2.20
2025-06-13 15:35:58,1,3,-49,1.80
2025-06-13 15:35:59,1,3,-50,1.64
2025-06-13 15:36:00,1,3,-58,1.91
2025-06-13 15:36:01,1,3,-60,2.26
2025-06-13 15:36:02,1,3,-53,2.16
2025-06-13 15:35:57,1,4,-38,0.38
2025-06-13 15:35:58,1,4,-41,0.39
2025-06-13 15:35:59,1,4,-41,0.40
2025-06-13 15:36:00,1,4,-43,0.45
2025-06-13 15:36:01,1,4,-43,0.48
2025-06-13 15:36:02,1,4,-41,0.45
Summary,1,1,-59,-60
Summary,1,2,-63,-64
Summary,1,3,-49,-53
Summary,1,4,-38,-41
