Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:17:36,1,1,-55,2.43
2025-06-13 15:17:37,1,1,-57,2.57
2025-06-13 15:17:38,1,1,-61,2.92
2025-06-13 15:17:39,1,1,-59,3.12
2025-06-13 15:17:40,1,1,-59,3.29
2025-06-13 15:17:36,1,2,-62,3.40
2025-06-13 15:17:37,1,2,-62,3.72
2025-06-13 15:17:38,1,2,-62,4.03
2025-06-13 15:17:39,1,2,-62,4.31
2025-06-13 15:17:40,1,2,-62,4.55
2025-06-13 15:17:36,1,3,-55,3.12
2025-06-13 15:17:37,1,3,-55,2.96
2025-06-13 15:17:38,1,3,-54,2.75
2025-06-13 15:17:39,1,3,-54,2.60
2025-06-13 15:17:40,1,3,-54,2.48
2025-06-13 15:17:36,1,4,-56,2.50
2025-06-13 15:17:37,1,4,-52,2.24
2025-06-13 15:17:38,1,4,-57,2.41
2025-06-13 15:17:39,1,4,-55,2.42
2025-06-13 15:17:40,1,4,-57,2.56
Summary,1,1,-55,-58
Summary,1,2,-62,-62
Summary,1,3,-54,-54
Summary,1,4,-52,-55
