Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:25:45,1,1,-51,1.10
2025-06-13 15:25:46,1,1,-50,1.16
2025-06-13 15:25:47,1,1,-50,1.20
2025-06-13 15:25:48,1,1,-49,1.18
2025-06-13 15:25:49,1,1,-49,1.16
2025-06-13 15:25:45,1,2,-57,3.93
2025-06-13 15:25:46,1,2,-57,3.77
2025-06-13 15:25:47,1,2,-56,3.54
2025-06-13 15:25:48,1,2,-56,3.37
2025-06-13 15:25:49,1,2,-55,3.14
2025-06-13 15:25:45,1,3,-61,4.56
2025-06-13 15:25:46,1,3,-60,4.57
2025-06-13 15:25:47,1,3,-63,4.87
2025-06-13 15:25:48,1,3,-61,4.93
2025-06-13 15:25:49,1,3,-64,5.27
2025-06-13 15:25:45,1,4,-63,5.14
2025-06-13 15:25:46,1,4,-64,5.46
2025-06-13 15:25:47,1,4,-64,5.75
2025-06-13 15:25:48,1,4,-64,6.01
2025-06-13 15:25:49,1,4,-66,6.43
Summary,1,1,-49,-49
Summary,1,2,-55,-56
Summary,1,3,-60,-61
Summary,1,4,-63,-64
