Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:08:40,1,1,-60,4.16
2025-06-13 15:08:41,1,1,-60,4.24
2025-06-13 15:08:42,1,1,-61,4.40
2025-06-13 15:08:43,1,1,-61,4.54
2025-06-13 15:08:44,1,1,-62,4.75
2025-06-13 15:08:40,1,2,-50,1.46
2025-06-13 15:08:41,1,2,-47,1.22
2025-06-13 15:08:42,1,2,-46,1.04
2025-06-13 15:08:43,1,2,-46,0.94
2025-06-13 15:08:44,1,2,-46,0.88
2025-06-13 15:08:40,1,3,-58,3.58
2025-06-13 15:08:41,1,3,-54,3.18
2025-06-13 15:08:42,1,3,-54,2.90
2025-06-13 15:08:43,1,3,-53,2.62
2025-06-13 15:08:44,1,3,-53,2.42
2025-06-13 15:08:40,1,4,-48,0.97
2025-06-13 15:08:41,1,4,-47,0.94
2025-06-13 15:08:42,1,4,-46,0.87
2025-06-13 15:08:43,1,4,-45,0.79
2025-06-13 15:08:44,1,4,-45,0.75
Summary,1,1,-60,-60
Summary,1,2,-46,-47
Summary,1,3,-53,-54
Summary,1,4,-45,-46
