Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:25:13,1,1,-44,0.58
2025-06-13 15:25:14,1,1,-43,0.56
2025-06-13 15:25:15,1,1,-42,0.51
2025-06-13 15:25:16,1,1,-42,0.49
2025-06-13 15:25:17,1,1,-43,0.51
2025-06-13 15:25:13,1,2,-57,2.84
2025-06-13 15:25:14,1,2,-55,2.74
2025-06-13 15:25:15,1,2,-55,2.67
2025-06-13 15:25:16,1,2,-56,2.69
2025-06-13 15:25:17,1,2,-55,2.64
2025-06-13 15:25:13,1,3,-64,9.28
2025-06-13 15:25:14,1,3,-69,9.74
2025-06-13 15:25:15,1,3,-67,9.93
2025-06-13 15:25:16,1,3,-71,10.57
2025-06-13 15:25:17,1,3,-69,10.96
2025-06-13 15:25:13,1,4,-53,2.12
2025-06-13 15:25:14,1,4,-54,2.12
2025-06-13 15:25:16,1,4,-53,2.06
2025-06-13 15:25:17,1,4,-53,2.00
Summary,1,1,-42,-42
Summary,1,2,-55,-55
Summary,1,3,-64,-68
Summary,1,4,-53,-53
