Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:24:26,1,1,-52,2.07
2025-06-13 15:24:27,1,1,-51,1.89
2025-06-13 15:24:28,1,1,-54,1.95
2025-06-13 15:24:29,1,1,-55,2.05
2025-06-13 15:24:30,1,1,-51,1.87
2025-06-13 15:24:26,1,2,-53,1.92
2025-06-13 15:24:27,1,2,-52,1.85
2025-06-13 15:24:28,1,2,-52,1.80
2025-06-13 15:24:29,1,2,-53,1.82
2025-06-13 15:24:30,1,2,-53,1.84
2025-06-13 15:24:26,1,3,-68,8.73
2025-06-13 15:24:27,1,3,-69,9.25
2025-06-13 15:24:28,1,3,-72,10.04
2025-06-13 15:24:29,1,3,-68,10.34
2025-06-13 15:24:30,1,3,-67,10.47
2025-06-13 15:24:26,1,4,-60,3.34
2025-06-13 15:24:27,1,4,-60,3.55
2025-06-13 15:24:28,1,4,-61,3.81
2025-06-13 15:24:29,1,4,-62,4.12
2025-06-13 15:24:30,1,4,-60,4.21
Summary,1,1,-51,-52
Summary,1,2,-52,-52
Summary,1,3,-67,-68
Summary,1,4,-60,-60
