Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:42:05,1,1,-55,2.36
2025-06-13 15:42:06,1,1,-55,2.38
2025-06-13 15:42:07,1,1,-56,2.47
2025-06-13 15:42:09,1,1,-55,2.46
2025-06-13 15:42:10,1,1,-56,2.56
2025-06-13 15:42:05,1,2,-42,0.46
2025-06-13 15:42:06,1,2,-42,0.46
2025-06-13 15:42:07,1,2,-43,0.49
2025-06-13 15:42:08,1,2,-42,0.48
2025-06-13 15:42:09,1,2,-42,0.47
2025-06-13 15:42:10,1,2,-42,0.47
2025-06-13 15:42:05,1,3,-63,6.45
2025-06-13 15:42:06,1,3,-63,6.51
2025-06-13 15:42:07,1,3,-64,6.69
2025-06-13 15:42:08,1,3,-64,6.84
2025-06-13 15:42:09,1,3,-64,6.97
2025-06-13 15:42:10,1,3,-63,6.94
2025-06-13 15:42:05,1,4,-51,1.43
2025-06-13 15:42:06,1,4,-50,1.39
2025-06-13 15:42:07,1,4,-49,1.30
2025-06-13 15:42:08,1,4,-51,1.35
2025-06-13 15:42:09,1,4,-51,1.38
2025-06-13 15:42:10,1,4,-49,1.30
Summary,1,1,-55,-55
Summary,1,2,-42,-42
Summary,1,3,-63,-63
Summary,1,4,-49,-50
