Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:35:12,1,1,-59,5.45
2025-06-13 15:35:13,1,1,-58,4.99
2025-06-13 15:35:14,1,1,-57,4.52
2025-06-13 15:35:15,1,1,-57,4.20
2025-06-13 15:35:16,1,1,-57,3.97
2025-06-13 15:35:17,1,1,-57,3.79
2025-06-13 15:35:12,1,2,-59,4.86
2025-06-13 15:35:13,1,2,-57,4.46
2025-06-13 15:35:14,1,2,-58,4.28
2025-06-13 15:35:15,1,2,-58,4.15
2025-06-13 15:35:16,1,2,-58,4.04
2025-06-13 15:35:17,1,2,-58,3.95
2025-06-13 15:35:12,1,3,-62,6.04
2025-06-13 15:35:13,1,3,-59,5.62
2025-06-13 15:35:14,1,3,-58,5.16
2025-06-13 15:35:15,1,3,-60,5.07
2025-06-13 15:35:16,1,3,-58,4.75
2025-06-13 15:35:17,1,3,-58,4.51
2025-06-13 15:35:12,1,4,-43,0.66
2025-06-13 15:35:13,1,4,-42,0.57
2025-06-13 15:35:14,1,4,-41,0.49
2025-06-13 15:35:16,1,4,-41,0.45
2025-06-13 15:35:17,1,4,-41,0.42
Summary,1,1,-57,-57
Summary,1,2,-57,-58
Summary,1,3,-58,-59
Summary,1,4,-41,-41
