Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:16:30,1,1,-53,1.77
2025-06-13 15:16:31,1,1,-54,1.86
2025-06-13 15:16:32,1,1,-55,1.99
2025-06-13 15:16:33,1,1,-55,2.09
2025-06-13 15:16:34,1,1,-53,2.04
2025-06-13 15:16:30,1,2,-45,0.82
2025-06-13 15:16:31,1,2,-47,0.84
2025-06-13 15:16:32,1,2,-47,0.86
2025-06-13 15:16:33,1,2,-50,0.97
2025-06-13 15:16:34,1,2,-48,0.98
2025-06-13 15:16:30,1,3,-65,4.33
2025-06-13 15:16:31,1,3,-66,4.86
2025-06-13 15:16:32,1,3,-64,5.22
2025-06-13 15:16:33,1,3,-59,4.97
2025-06-13 15:16:34,1,3,-66,5.46
2025-06-13 15:16:30,1,4,-48,0.98
2025-06-13 15:16:31,1,4,-51,1.10
2025-06-13 15:16:32,1,4,-54,1.32
2025-06-13 15:16:33,1,4,-60,1.71
2025-06-13 15:16:34,1,4,-58,2.02
Summary,1,1,-53,-54
Summary,1,2,-45,-47
Summary,1,3,-59,-64
Summary,1,4,-48,-54
