Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:44:56,1,1,-52,1.60
2025-06-13 15:44:57,1,1,-53,1.68
2025-06-13 15:44:58,1,1,-52,1.67
2025-06-13 15:44:59,1,1,-52,1.67
2025-06-13 15:45:00,1,1,-53,1.73
2025-06-13 15:44:56,1,2,-52,1.91
2025-06-13 15:44:57,1,2,-52,1.84
2025-06-13 15:44:58,1,2,-52,1.79
2025-06-13 15:44:59,1,2,-54,1.87
2025-06-13 15:45:00,1,2,-54,1.94
2025-06-13 15:44:56,1,3,-63,5.84
2025-06-13 15:44:57,1,3,-62,5.86
2025-06-13 15:44:58,1,3,-63,6.00
2025-06-13 15:44:59,1,3,-60,5.73
2025-06-13 15:45:00,1,3,-60,5.52
2025-06-13 15:44:56,1,4,-58,3.04
2025-06-13 15:44:57,1,4,-57,3.07
2025-06-13 15:44:58,1,4,-57,3.09
2025-06-13 15:44:59,1,4,-57,3.10
2025-06-13 15:45:00,1,4,-63,3.51
Summary,1,1,-52,-52
Summary,1,2,-52,-52
Summary,1,3,-60,-61
Summary,1,4,-57,-58
