Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:06:24,1,1,-57,4.43
2025-06-13 15:06:25,1,1,-54,3.75
2025-06-13 15:06:26,1,1,-54,3.32
2025-06-13 15:06:27,1,1,-54,3.01
2025-06-13 15:06:28,1,1,-54,2.79
2025-06-13 15:06:24,1,2,-49,1.10
2025-06-13 15:06:25,1,2,-49,1.11
2025-06-13 15:06:26,1,2,-49,1.12
2025-06-13 15:06:27,1,2,-49,1.13
2025-06-13 15:06:28,1,2,-49,1.13
2025-06-13 15:06:24,1,3,-60,4.45
2025-06-13 15:06:25,1,3,-60,4.49
2025-06-13 15:06:26,1,3,-60,4.51
2025-06-13 15:06:27,1,3,-59,4.43
2025-06-13 15:06:28,1,3,-59,4.36
2025-06-13 15:06:24,1,4,-49,1.18
2025-06-13 15:06:25,1,4,-49,1.16
2025-06-13 15:06:26,1,4,-48,1.10
2025-06-13 15:06:27,1,4,-48,1.07
2025-06-13 15:06:28,1,4,-48,1.04
Summary,1,1,-54,-54
Summary,1,2,-49,-49
Summary,1,3,-59,-59
Summary,1,4,-48,-48
