Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:02:07,1,1,-59,3.10
2025-06-13 15:02:09,1,1,-58,3.19
2025-06-13 15:02:10,1,1,-57,3.18
2025-06-13 15:02:11,1,1,-57,3.18
2025-06-13 15:02:07,1,2,-64,6.06
2025-06-13 15:02:08,1,2,-64,6.29
2025-06-13 15:02:09,1,2,-62,6.24
2025-06-13 15:02:10,1,2,-62,6.20
2025-06-13 15:02:11,1,2,-63,6.29
2025-06-13 15:02:07,1,3,-47,0.95
2025-06-13 15:02:08,1,3,-48,0.96
2025-06-13 15:02:09,1,3,-47,0.93
2025-06-13 15:02:10,1,3,-53,1.13
2025-06-13 15:02:11,1,3,-49,1.13
2025-06-13 15:02:07,1,4,-45,0.60
2025-06-13 15:02:08,1,4,-44,0.60
2025-06-13 15:02:09,1,4,-44,0.60
2025-06-13 15:02:10,1,4,-45,0.63
2025-06-13 15:02:11,1,4,-44,0.62
Summary,1,1,-57,-57
Summary,1,2,-62,-63
Summary,1,3,-47,-48
Summary,1,4,-44,-44
