Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:15:46,1,1,-52,1.56
2025-06-13 15:15:47,1,1,-52,1.59
2025-06-13 15:15:48,1,1,-52,1.61
2025-06-13 15:15:49,1,1,-52,1.63
2025-06-13 15:15:50,1,1,-53,1.69
2025-06-13 15:15:46,1,2,-46,0.76
2025-06-13 15:15:47,1,2,-46,0.76
2025-06-13 15:15:48,1,2,-48,0.84
2025-06-13 15:15:49,1,2,-46,0.81
2025-06-13 15:15:50,1,2,-47,0.84
2025-06-13 15:15:46,1,3,-68,6.43
2025-06-13 15:15:47,1,3,-63,6.48
2025-06-13 15:15:48,1,3,-65,6.76
2025-06-13 15:15:49,1,3,-67,7.20
2025-06-13 15:15:50,1,3,-66,7.52
2025-06-13 15:15:46,1,4,-59,3.67
2025-06-13 15:15:47,1,4,-62,3.99
2025-06-13 15:15:48,1,4,-62,4.28
2025-06-13 15:15:49,1,4,-62,4.53
2025-06-13 15:15:50,1,4,-58,4.32
Summary,1,1,-52,-52
Summary,1,2,-46,-46
Summary,1,3,-63,-65
Summary,1,4,-58,-60
