Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:24:46,1,1,-45,0.68
2025-06-13 15:24:47,1,1,-46,0.72
2025-06-13 15:24:48,1,1,-46,0.74
2025-06-13 15:24:49,1,1,-45,0.72
2025-06-13 15:24:50,1,1,-45,0.70
2025-06-13 15:24:46,1,2,-55,1.97
2025-06-13 15:24:47,1,2,-51,1.80
2025-06-13 15:24:48,1,2,-50,1.63
2025-06-13 15:24:49,1,2,-51,1.58
2025-06-13 15:24:50,1,2,-51,1.55
2025-06-13 15:24:46,1,3,-67,7.82
2025-06-13 15:24:47,1,3,-66,8.07
2025-06-13 15:24:48,1,3,-62,7.69
2025-06-13 15:24:49,1,3,-66,7.95
2025-06-13 15:24:50,1,3,-63,7.77
2025-06-13 15:24:46,1,4,-53,1.77
2025-06-13 15:24:47,1,4,-51,1.67
2025-06-13 15:24:48,1,4,-51,1.61
2025-06-13 15:24:49,1,4,-53,1.68
2025-06-13 15:24:50,1,4,-55,1.84
Summary,1,1,-45,-45
Summary,1,2,-50,-51
Summary,1,3,-62,-64
Summary,1,4,-51,-52
