Time,Major,Minor,RSSI,Accuracy
2025-06-13 14:58:04,1,1,-60,4.86
2025-06-13 14:58:05,1,1,-58,4.58
2025-06-13 14:58:06,1,1,-61,4.69
2025-06-13 14:58:07,1,1,-63,4.96
2025-06-13 14:58:04,1,2,-59,3.55
2025-06-13 14:58:05,1,2,-59,3.64
2025-06-13 14:58:06,1,2,-61,3.89
2025-06-13 14:58:07,1,2,-62,4.18
2025-06-13 14:58:08,1,2,-62,4.44
2025-06-13 14:58:04,1,3,-59,3.90
2025-06-13 14:58:05,1,3,-56,3.59
2025-06-13 14:58:06,1,3,-53,3.03
2025-06-13 14:58:07,1,3,-54,2.79
2025-06-13 14:58:08,1,3,-55,2.71
2025-06-13 14:58:04,1,4,-36,0.23
2025-06-13 14:58:05,1,4,-36,0.22
2025-06-13 14:58:06,1,4,-38,0.25
2025-06-13 14:58:07,1,4,-36,0.23
2025-06-13 14:58:08,1,4,-35,0.20
Summary,1,1,-58,-60
Summary,1,2,-59,-60
Summary,1,3,-53,-55
Summary,1,4,-35,-36
