Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:42:49,1,1,-52,1.94
2025-06-13 15:42:50,1,1,-53,1.93
2025-06-13 15:42:51,1,1,-54,1.98
2025-06-13 15:42:52,1,1,-52,1.89
2025-06-13 15:42:53,1,1,-52,1.83
2025-06-13 15:42:49,1,2,-46,0.89
2025-06-13 15:42:50,1,2,-45,0.80
2025-06-13 15:42:51,1,2,-45,0.75
2025-06-13 15:42:52,1,2,-49,0.86
2025-06-13 15:42:53,1,2,-47,0.87
2025-06-13 15:42:49,1,3,-64,6.79
2025-06-13 15:42:50,1,3,-60,6.34
2025-06-13 15:42:51,1,3,-60,6.01
2025-06-13 15:42:52,1,3,-58,5.45
2025-06-13 15:42:53,1,3,-59,5.18
2025-06-13 15:42:49,1,4,-58,2.38
2025-06-13 15:42:50,1,4,-55,2.40
2025-06-13 15:42:51,1,4,-52,2.17
2025-06-13 15:42:52,1,4,-53,2.09
2025-06-13 15:42:53,1,4,-59,2.38
Summary,1,1,-52,-52
Summary,1,2,-45,-46
Summary,1,3,-58,-60
Summary,1,4,-52,-55
