Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:06:54,1,1,-64,6.99
2025-06-13 15:06:55,1,1,-62,6.82
2025-06-13 15:06:56,1,1,-62,6.68
2025-06-13 15:06:57,1,1,-63,6.70
2025-06-13 15:06:58,1,1,-59,6.11
2025-06-13 15:06:54,1,2,-60,3.39
2025-06-13 15:06:55,1,2,-59,3.51
2025-06-13 15:06:56,1,2,-59,3.62
2025-06-13 15:06:57,1,2,-63,3.99
2025-06-13 15:06:58,1,2,-62,4.28
2025-06-13 15:06:54,1,3,-48,1.59
2025-06-13 15:06:55,1,3,-49,1.45
2025-06-13 15:06:56,1,3,-49,1.35
2025-06-13 15:06:57,1,3,-50,1.33
2025-06-13 15:06:58,1,3,-50,1.32
2025-06-13 15:06:54,1,4,-49,1.19
2025-06-13 15:06:55,1,4,-49,1.18
2025-06-13 15:06:56,1,4,-50,1.21
2025-06-13 15:06:57,1,4,-50,1.23
2025-06-13 15:06:58,1,4,-49,1.20
Summary,1,1,-59,-62
Summary,1,2,-59,-60
Summary,1,3,-48,-49
Summary,1,4,-49,-49
