Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:46:03,1,1,-60,5.34
2025-06-13 15:46:04,1,1,-60,5.21
2025-06-13 15:46:05,1,1,-59,4.98
2025-06-13 15:46:06,1,1,-60,4.92
2025-06-13 15:46:07,1,1,-58,4.63
2025-06-13 15:46:03,1,2,-59,4.42
2025-06-13 15:46:04,1,2,-63,4.72
2025-06-13 15:46:05,1,2,-59,4.59
2025-06-13 15:46:06,1,2,-62,4.79
2025-06-13 15:46:07,1,2,-59,4.65
2025-06-13 15:46:08,1,2,-59,4.54
2025-06-13 15:46:03,1,3,-61,5.47
2025-06-13 15:46:04,1,3,-63,5.70
2025-06-13 15:46:05,1,3,-63,5.88
2025-06-13 15:46:06,1,3,-65,6.25
2025-06-13 15:46:07,1,3,-62,6.21
2025-06-13 15:46:08,1,3,-62,6.17
2025-06-13 15:46:03,1,4,-58,3.06
2025-06-13 15:46:04,1,4,-56,2.99
2025-06-13 15:46:05,1,4,-58,3.11
2025-06-13 15:46:06,1,4,-60,3.34
2025-06-13 15:46:07,1,4,-61,3.62
2025-06-13 15:46:08,1,4,-58,3.62
Summary,1,1,-58,-59
Summary,1,2,-59,-60
Summary,1,3,-61,-62
Summary,1,4,-56,-58
