Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:42:35,1,1,-53,1.96
2025-06-13 15:42:36,1,1,-54,2.01
2025-06-13 15:42:37,1,1,-53,1.98
2025-06-13 15:42:38,1,1,-53,1.96
2025-06-13 15:42:39,1,1,-53,1.94
2025-06-13 15:42:35,1,2,-42,0.46
2025-06-13 15:42:36,1,2,-44,0.51
2025-06-13 15:42:37,1,2,-42,0.49
2025-06-13 15:42:38,1,2,-41,0.45
2025-06-13 15:42:39,1,2,-41,0.43
2025-06-13 15:42:35,1,3,-64,6.29
2025-06-13 15:42:36,1,3,-62,6.25
2025-06-13 15:42:37,1,3,-64,6.43
2025-06-13 15:42:38,1,3,-64,6.60
2025-06-13 15:42:39,1,3,-64,6.74
2025-06-13 15:42:35,1,4,-53,2.27
2025-06-13 15:42:36,1,4,-59,2.52
2025-06-13 15:42:37,1,4,-56,2.57
2025-06-13 15:42:38,1,4,-55,2.54
2025-06-13 15:42:39,1,4,-57,2.66
Summary,1,1,-53,-53
Summary,1,2,-41,-42
Summary,1,3,-62,-63
Summary,1,4,-53,-56
