Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:23:54,1,1,-58,4.12
2025-06-13 15:23:55,1,1,-58,4.02
2025-06-13 15:23:56,1,1,-56,3.71
2025-06-13 15:23:57,1,1,-57,3.59
2025-06-13 15:23:58,1,1,-60,3.76
2025-06-13 15:23:54,1,2,-57,2.87
2025-06-13 15:23:55,1,2,-55,2.76
2025-06-13 15:23:56,1,2,-55,2.69
2025-06-13 15:23:57,1,2,-56,2.71
2025-06-13 15:23:58,1,2,-56,2.72
2025-06-13 15:23:54,1,3,-58,4.30
2025-06-13 15:23:55,1,3,-59,4.26
2025-06-13 15:23:56,1,3,-59,4.23
2025-06-13 15:23:57,1,3,-59,4.20
2025-06-13 15:23:58,1,3,-60,4.28
2025-06-13 15:23:54,1,4,-54,2.09
2025-06-13 15:23:55,1,4,-58,2.33
2025-06-13 15:23:56,1,4,-58,2.55
2025-06-13 15:23:57,1,4,-59,2.80
2025-06-13 15:23:58,1,4,-60,3.08
Summary,1,1,-56,-57
Summary,1,2,-55,-55
Summary,1,3,-58,-59
Summary,1,4,-54,-57
