Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:04:20,1,1,-57,3.46
2025-06-13 15:04:21,1,1,-57,3.39
2025-06-13 15:04:22,1,1,-57,3.35
2025-06-13 15:04:23,1,1,-56,3.22
2025-06-13 15:04:24,1,1,-56,3.12
2025-06-13 15:04:20,1,2,-53,1.50
2025-06-13 15:04:21,1,2,-53,1.65
2025-06-13 15:04:22,1,2,-53,1.73
2025-06-13 15:04:23,1,2,-52,1.71
2025-06-13 15:04:24,1,2,-52,1.70
2025-06-13 15:04:20,1,3,-60,5.14
2025-06-13 15:04:21,1,3,-58,4.80
2025-06-13 15:04:22,1,3,-59,4.66
2025-06-13 15:04:23,1,3,-60,4.66
2025-06-13 15:04:24,1,3,-60,4.66
2025-06-13 15:04:20,1,4,-45,0.74
2025-06-13 15:04:21,1,4,-47,0.79
2025-06-13 15:04:23,1,4,-48,0.86
2025-06-13 15:04:24,1,4,-48,0.93
Summary,1,1,-56,-56
Summary,1,2,-52,-52
Summary,1,3,-58,-59
Summary,1,4,-45,-47
