Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:19:09,1,1,-54,1.69
2025-06-13 15:19:10,1,1,-54,1.86
2025-06-13 15:19:11,1,1,-53,1.87
2025-06-13 15:19:12,1,1,-53,1.88
2025-06-13 15:19:13,1,1,-53,1.88
2025-06-13 15:19:08,1,2,-52,1.68
2025-06-13 15:19:09,1,2,-53,1.74
2025-06-13 15:19:10,1,2,-56,1.94
2025-06-13 15:19:11,1,2,-51,1.78
2025-06-13 15:19:12,1,2,-52,1.75
2025-06-13 15:19:13,1,2,-52,1.73
2025-06-13 15:19:08,1,3,-65,6.82
2025-06-13 15:19:09,1,3,-66,7.18
2025-06-13 15:19:10,1,3,-66,7.51
2025-06-13 15:19:11,1,3,-67,7.91
2025-06-13 15:19:12,1,3,-68,8.39
2025-06-13 15:19:13,1,3,-65,8.45
2025-06-13 15:19:08,1,4,-53,1.52
2025-06-13 15:19:09,1,4,-52,1.56
2025-06-13 15:19:10,1,4,-56,1.79
2025-06-13 15:19:11,1,4,-52,1.75
2025-06-13 15:19:12,1,4,-54,1.85
2025-06-13 15:19:13,1,4,-57,2.08
Summary,1,1,-53,-53
Summary,1,2,-51,-52
Summary,1,3,-65,-66
Summary,1,4,-52,-54
