Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:04:42,1,1,-61,4.49
2025-06-13 15:04:43,1,1,-59,4.41
2025-06-13 15:04:44,1,1,-61,4.55
2025-06-13 15:04:45,1,1,-60,4.57
2025-06-13 15:04:46,1,1,-59,4.47
2025-06-13 15:04:42,1,2,-56,2.63
2025-06-13 15:04:43,1,2,-55,2.59
2025-06-13 15:04:44,1,2,-54,2.47
2025-06-13 15:04:45,1,2,-55,2.47
2025-06-13 15:04:46,1,2,-55,2.46
2025-06-13 15:04:42,1,3,-64,6.29
2025-06-13 15:04:43,1,3,-62,6.24
2025-06-13 15:04:44,1,3,-62,6.20
2025-06-13 15:04:45,1,3,-63,6.29
2025-06-13 15:04:46,1,3,-63,6.37
2025-06-13 15:04:42,1,4,-45,0.72
2025-06-13 15:04:43,1,4,-47,0.77
2025-06-13 15:04:44,1,4,-46,0.77
2025-06-13 15:04:45,1,4,-47,0.81
2025-06-13 15:04:46,1,4,-46,0.80
Summary,1,1,-59,-60
Summary,1,2,-54,-55
Summary,1,3,-62,-62
Summary,1,4,-45,-46
