Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:43:23,1,1,-52,2.35
2025-06-13 15:43:24,1,1,-52,2.14
2025-06-13 15:43:25,1,1,-51,1.93
2025-06-13 15:43:26,1,1,-52,1.86
2025-06-13 15:43:27,1,1,-52,1.81
2025-06-13 15:43:23,1,2,-54,2.93
2025-06-13 15:43:24,1,2,-56,2.90
2025-06-13 15:43:25,1,2,-57,2.95
2025-06-13 15:43:26,1,2,-58,3.07
2025-06-13 15:43:27,1,2,-60,3.32
2025-06-13 15:43:23,1,3,-59,4.02
2025-06-13 15:43:24,1,3,-56,3.71
2025-06-13 15:43:25,1,3,-53,3.15
2025-06-13 15:43:26,1,3,-54,2.89
2025-06-13 15:43:27,1,3,-52,2.51
2025-06-13 15:43:23,1,4,-52,1.88
2025-06-13 15:43:24,1,4,-53,1.88
2025-06-13 15:43:25,1,4,-53,1.89
2025-06-13 15:43:26,1,4,-53,1.89
2025-06-13 15:43:27,1,4,-53,1.89
Summary,1,1,-51,-51
Summary,1,2,-54,-57
Summary,1,3,-52,-54
Summary,1,4,-52,-52
