Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:08:12,1,1,-55,3.86
2025-06-13 15:08:13,1,1,-56,3.59
2025-06-13 15:08:14,1,1,-55,3.29
2025-06-13 15:08:15,1,1,-53,2.87
2025-06-13 15:08:16,1,1,-53,2.59
2025-06-13 15:08:12,1,2,-45,1.19
2025-06-13 15:08:13,1,2,-45,0.98
2025-06-13 15:08:14,1,2,-44,0.82
2025-06-13 15:08:15,1,2,-45,0.77
2025-06-13 15:08:16,1,2,-45,0.73
2025-06-13 15:08:12,1,3,-58,3.01
2025-06-13 15:08:13,1,3,-60,3.27
2025-06-13 15:08:14,1,3,-62,3.63
2025-06-13 15:08:15,1,3,-62,3.96
2025-06-13 15:08:16,1,3,-63,4.33
2025-06-13 15:08:12,1,4,-53,1.49
2025-06-13 15:08:13,1,4,-54,1.64
2025-06-13 15:08:14,1,4,-54,1.76
2025-06-13 15:08:15,1,4,-54,1.86
2025-06-13 15:08:16,1,4,-52,1.80
Summary,1,1,-53,-54
Summary,1,2,-44,-44
Summary,1,3,-58,-61
Summary,1,4,-52,-53
