Time,Major,Minor,RSSI,Accuracy
2025-06-13 14:58:21,1,1,-64,7.39
2025-06-13 14:58:22,1,1,-64,7.44
2025-06-13 14:58:23,1,1,-64,7.49
2025-06-13 14:58:24,1,1,-64,7.52
2025-06-13 14:58:25,1,1,-64,7.55
2025-06-13 14:58:21,1,2,-63,4.77
2025-06-13 14:58:22,1,2,-64,5.22
2025-06-13 14:58:23,1,2,-69,6.02
2025-06-13 14:58:24,1,2,-68,6.70
2025-06-13 14:58:25,1,2,-69,7.39
2025-06-13 14:58:21,1,3,-55,2.70
2025-06-13 14:58:22,1,3,-54,2.55
2025-06-13 14:58:23,1,3,-53,2.37
2025-06-13 14:58:24,1,3,-53,2.24
2025-06-13 14:58:25,1,3,-53,2.16
2025-06-13 14:58:21,1,4,-43,0.57
2025-06-13 14:58:23,1,4,-44,0.58
2025-06-13 14:58:24,1,4,-44,0.59
2025-06-13 14:58:25,1,4,-44,0.60
Summary,1,1,-64,-64
Summary,1,2,-63,-66
Summary,1,3,-53,-53
Summary,1,4,-43,-43
