Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:38:21,1,1,-67,7.25
2025-06-13 15:38:22,1,1,-65,7.44
2025-06-13 15:38:23,1,1,-66,7.73
2025-06-13 15:38:24,1,1,-64,7.73
2025-06-13 15:38:25,1,1,-64,7.73
2025-06-13 15:38:21,1,2,-60,5.23
2025-06-13 15:38:22,1,2,-61,5.24
2025-06-13 15:38:23,1,2,-61,5.25
2025-06-13 15:38:24,1,2,-62,5.37
2025-06-13 15:38:25,1,2,-64,5.68
2025-06-13 15:38:21,1,3,-49,1.32
2025-06-13 15:38:22,1,3,-47,1.15
2025-06-13 15:38:23,1,3,-48,1.10
2025-06-13 15:38:24,1,3,-48,1.07
2025-06-13 15:38:25,1,3,-49,1.09
2025-06-13 15:38:21,1,4,-40,0.38
2025-06-13 15:38:22,1,4,-41,0.39
2025-06-13 15:38:23,1,4,-42,0.42
2025-06-13 15:38:24,1,4,-40,0.39
2025-06-13 15:38:25,1,4,-41,0.40
Summary,1,1,-64,-65
Summary,1,2,-60,-61
Summary,1,3,-47,-48
Summary,1,4,-40,-40
