Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:06:38,1,1,-63,4.46
2025-06-13 15:06:39,1,1,-63,4.77
2025-06-13 15:06:40,1,1,-58,4.50
2025-06-13 15:06:41,1,1,-58,4.30
2025-06-13 15:06:42,1,1,-60,4.36
2025-06-13 15:06:38,1,2,-57,2.00
2025-06-13 15:06:39,1,2,-60,2.37
2025-06-13 15:06:40,1,2,-62,2.80
2025-06-13 15:06:41,1,2,-60,3.10
2025-06-13 15:06:42,1,2,-61,3.42
2025-06-13 15:06:38,1,3,-62,5.41
2025-06-13 15:06:39,1,3,-57,4.83
2025-06-13 15:06:40,1,3,-55,4.15
2025-06-13 15:06:41,1,3,-54,3.57
2025-06-13 15:06:42,1,3,-53,3.08
2025-06-13 15:06:38,1,4,-47,0.90
2025-06-13 15:06:39,1,4,-51,1.04
2025-06-13 15:06:40,1,4,-53,1.23
2025-06-13 15:06:41,1,4,-52,1.35
2025-06-13 15:06:42,1,4,-50,1.33
Summary,1,1,-58,-60
Summary,1,2,-57,-60
Summary,1,3,-53,-56
Summary,1,4,-47,-50
