Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:40:10,1,1,-60,3.73
2025-06-13 15:40:11,1,1,-57,3.57
2025-06-13 15:40:12,1,1,-57,3.46
2025-06-13 15:40:13,1,1,-58,3.49
2025-06-13 15:40:14,1,1,-60,3.69
2025-06-13 15:40:10,1,2,-51,3.14
2025-06-13 15:40:11,1,2,-52,2.71
2025-06-13 15:40:12,1,2,-54,2.57
2025-06-13 15:40:13,1,2,-52,2.31
2025-06-13 15:40:14,1,2,-51,2.05
2025-06-13 15:40:10,1,3,-66,4.68
2025-06-13 15:40:11,1,3,-67,5.26
2025-06-13 15:40:12,1,3,-74,6.16
2025-06-13 15:40:13,1,3,-69,6.84
2025-06-13 15:40:14,1,3,-69,7.50
2025-06-13 15:40:10,1,4,-46,0.72
2025-06-13 15:40:11,1,4,-46,0.74
2025-06-13 15:40:12,1,4,-46,0.75
2025-06-13 15:40:13,1,4,-46,0.76
2025-06-13 15:40:14,1,4,-46,0.77
Summary,1,1,-57,-58
Summary,1,2,-51,-52
Summary,1,3,-66,-69
Summary,1,4,-46,-46
