Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:40:25,1,1,-61,3.53
2025-06-13 15:40:26,1,1,-58,3.54
2025-06-13 15:40:27,1,1,-68,4.15
2025-06-13 15:40:28,1,1,-62,4.42
2025-06-13 15:40:29,1,1,-64,4.81
2025-06-13 15:40:25,1,2,-51,1.73
2025-06-13 15:40:26,1,2,-51,1.65
2025-06-13 15:40:27,1,2,-52,1.65
2025-06-13 15:40:28,1,2,-51,1.60
2025-06-13 15:40:29,1,2,-51,1.56
2025-06-13 15:40:25,1,3,-62,5.87
2025-06-13 15:40:26,1,3,-68,6.39
2025-06-13 15:40:27,1,3,-68,6.92
2025-06-13 15:40:28,1,3,-64,7.03
2025-06-13 15:40:29,1,3,-62,6.85
2025-06-13 15:40:25,1,4,-46,0.65
2025-06-13 15:40:26,1,4,-44,0.63
2025-06-13 15:40:27,1,4,-44,0.62
2025-06-13 15:40:28,1,4,-45,0.64
2025-06-13 15:40:29,1,4,-45,0.66
Summary,1,1,-58,-62
Summary,1,2,-51,-51
Summary,1,3,-62,-64
Summary,1,4,-44,-44
