Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:05:04,1,1,-64,7.47
2025-06-13 15:05:05,1,1,-67,7.86
2025-06-13 15:05:06,1,1,-66,8.11
2025-06-13 15:05:07,1,1,-65,8.20
2025-06-13 15:05:04,1,2,-58,4.89
2025-06-13 15:05:05,1,2,-63,5.14
2025-06-13 15:05:06,1,2,-58,4.79
2025-06-13 15:05:07,1,2,-69,5.42
2025-06-13 15:05:08,1,2,-71,6.17
2025-06-13 15:05:04,1,3,-50,1.32
2025-06-13 15:05:05,1,3,-50,1.31
2025-06-13 15:05:06,1,3,-50,1.30
2025-06-13 15:05:07,1,3,-51,1.35
2025-06-13 15:05:08,1,3,-50,1.33
2025-06-13 15:05:04,1,4,-47,0.92
2025-06-13 15:05:05,1,4,-48,0.94
2025-06-13 15:05:06,1,4,-49,1.00
2025-06-13 15:05:07,1,4,-47,0.96
2025-06-13 15:05:08,1,4,-48,0.97
Summary,1,1,-64,-65
Summary,1,2,-58,-63
Summary,1,3,-50,-50
Summary,1,4,-47,-47
