Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:07:26,1,1,-63,10.37
2025-06-13 15:07:27,1,1,-62,9.52
2025-06-13 15:07:28,1,1,-64,9.25
2025-06-13 15:07:29,1,1,-64,9.03
2025-06-13 15:07:30,1,1,-64,8.85
2025-06-13 15:07:26,1,2,-61,3.86
2025-06-13 15:07:27,1,2,-61,4.08
2025-06-13 15:07:28,1,2,-58,3.98
2025-06-13 15:07:29,1,2,-62,4.25
2025-06-13 15:07:30,1,2,-59,4.22
2025-06-13 15:07:26,1,3,-45,0.67
2025-06-13 15:07:27,1,3,-44,0.64
2025-06-13 15:07:28,1,3,-44,0.62
2025-06-13 15:07:29,1,3,-44,0.61
2025-06-13 15:07:30,1,3,-44,0.61
2025-06-13 15:07:26,1,4,-51,1.80
2025-06-13 15:07:27,1,4,-50,1.62
2025-06-13 15:07:28,1,4,-50,1.51
2025-06-13 15:07:29,1,4,-49,1.38
2025-06-13 15:07:30,1,4,-50,1.35
Summary,1,1,-62,-63
Summary,1,2,-58,-60
Summary,1,3,-44,-44
Summary,1,4,-49,-50
