Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:40:41,1,1,-66,6.30
2025-06-13 15:40:42,1,1,-66,6.72
2025-06-13 15:40:43,1,1,-70,7.43
2025-06-13 15:40:44,1,1,-68,7.96
2025-06-13 15:40:45,1,1,-64,7.93
2025-06-13 15:40:46,1,1,-67,8.30
2025-06-13 15:40:41,1,2,-61,3.85
2025-06-13 15:40:42,1,2,-61,4.08
2025-06-13 15:40:43,1,2,-61,4.28
2025-06-13 15:40:44,1,2,-63,4.61
2025-06-13 15:40:45,1,2,-62,4.82
2025-06-13 15:40:46,1,2,-61,4.90
2025-06-13 15:40:41,1,3,-51,2.19
2025-06-13 15:40:42,1,3,-49,1.81
2025-06-13 15:40:43,1,3,-49,1.58
2025-06-13 15:40:44,1,3,-50,1.50
2025-06-13 15:40:45,1,3,-50,1.43
2025-06-13 15:40:46,1,3,-50,1.39
2025-06-13 15:40:41,1,4,-43,0.61
2025-06-13 15:40:42,1,4,-44,0.61
2025-06-13 15:40:43,1,4,-43,0.57
2025-06-13 15:40:44,1,4,-43,0.55
2025-06-13 15:40:45,1,4,-43,0.54
2025-06-13 15:40:46,1,4,-43,0.54
Summary,1,1,-64,-66
Summary,1,2,-61,-61
Summary,1,3,-49,-49
Summary,1,4,-43,-43
