Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:10:10,1,1,-61,5.60
2025-06-13 15:10:11,1,1,-62,5.68
2025-06-13 15:10:12,1,1,-61,5.59
2025-06-13 15:10:13,1,1,-61,5.53
2025-06-13 15:10:14,1,1,-60,5.35
2025-06-13 15:10:10,1,2,-47,0.85
2025-06-13 15:10:11,1,2,-47,0.86
2025-06-13 15:10:12,1,2,-47,0.87
2025-06-13 15:10:13,1,2,-47,0.87
2025-06-13 15:10:14,1,2,-47,0.87
2025-06-13 15:10:10,1,3,-59,4.53
2025-06-13 15:10:11,1,3,-62,4.74
2025-06-13 15:10:12,1,3,-63,5.02
2025-06-13 15:10:13,1,3,-66,5.51
2025-06-13 15:10:14,1,3,-64,5.80
2025-06-13 15:10:10,1,4,-52,1.72
2025-06-13 15:10:11,1,4,-52,1.71
2025-06-13 15:10:12,1,4,-53,1.75
2025-06-13 15:10:13,1,4,-53,1.79
2025-06-13 15:10:14,1,4,-51,1.69
Summary,1,1,-60,-61
Summary,1,2,-47,-47
Summary,1,3,-59,-62
Summary,1,4,-51,-52
