Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:00:09,1,1,-62,6.48
2025-06-13 15:00:10,1,1,-62,6.38
2025-06-13 15:00:11,1,1,-61,6.14
2025-06-13 15:00:12,1,1,-61,5.96
2025-06-13 15:00:13,1,1,-60,5.68
2025-06-13 15:00:09,1,2,-63,3.52
2025-06-13 15:00:10,1,2,-61,3.78
2025-06-13 15:00:11,1,2,-62,4.08
2025-06-13 15:00:12,1,2,-61,4.27
2025-06-13 15:00:13,1,2,-60,4.34
2025-06-13 15:00:09,1,3,-56,1.90
2025-06-13 15:00:10,1,3,-56,2.08
2025-06-13 15:00:11,1,3,-58,2.34
2025-06-13 15:00:12,1,3,-58,2.56
2025-06-13 15:00:13,1,3,-55,2.53
2025-06-13 15:00:09,1,4,-41,0.42
2025-06-13 15:00:10,1,4,-41,0.41
2025-06-13 15:00:11,1,4,-41,0.41
2025-06-13 15:00:12,1,4,-42,0.43
2025-06-13 15:00:13,1,4,-42,0.45
Summary,1,1,-60,-61
Summary,1,2,-60,-61
Summary,1,3,-55,-56
Summary,1,4,-41,-41
