Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:17:50,1,1,-53,2.06
2025-06-13 15:17:51,1,1,-58,2.30
2025-06-13 15:17:52,1,1,-58,2.52
2025-06-13 15:17:53,1,1,-55,2.50
2025-06-13 15:17:54,1,1,-57,2.63
2025-06-13 15:17:50,1,2,-67,6.61
2025-06-13 15:17:51,1,2,-66,6.99
2025-06-13 15:17:52,1,2,-65,7.23
2025-06-13 15:17:53,1,2,-62,7.01
2025-06-13 15:17:54,1,2,-66,7.34
2025-06-13 15:17:50,1,3,-60,2.85
2025-06-13 15:17:51,1,3,-58,2.99
2025-06-13 15:17:52,1,3,-60,3.25
2025-06-13 15:17:53,1,3,-57,3.23
2025-06-13 15:17:54,1,3,-57,3.22
2025-06-13 15:17:50,1,4,-58,2.60
2025-06-13 15:17:51,1,4,-56,2.64
2025-06-13 15:17:52,1,4,-54,2.51
2025-06-13 15:17:53,1,4,-53,2.34
2025-06-13 15:17:54,1,4,-53,2.22
Summary,1,1,-53,-56
Summary,1,2,-62,-65
Summary,1,3,-57,-58
Summary,1,4,-53,-54
