Time,Major,Minor,RSSI,Accuracy
2025-06-13 15:34:54,1,1,-63,6.87
2025-06-13 15:34:55,1,1,-61,6.57
2025-06-13 15:34:56,1,1,-60,6.18
2025-06-13 15:34:57,1,1,-59,5.73
2025-06-13 15:34:58,1,1,-59,5.39
2025-06-13 15:34:59,1,1,-60,5.26
2025-06-13 15:34:54,1,2,-65,6.17
2025-06-13 15:34:55,1,2,-60,5.88
2025-06-13 15:34:56,1,2,-60,5.64
2025-06-13 15:34:57,1,2,-63,5.80
2025-06-13 15:34:58,1,2,-62,5.83
2025-06-13 15:34:59,1,2,-63,5.97
2025-06-13 15:34:54,1,3,-63,6.41
2025-06-13 15:34:55,1,3,-63,6.46
2025-06-13 15:34:56,1,3,-67,6.92
2025-06-13 15:34:57,1,3,-67,7.35
2025-06-13 15:34:58,1,3,-65,7.54
2025-06-13 15:34:59,1,3,-62,7.26
2025-06-13 15:34:54,1,4,-51,0.87
2025-06-13 15:34:55,1,4,-52,1.06
2025-06-13 15:34:56,1,4,-49,1.08
2025-06-13 15:34:57,1,4,-47,1.00
2025-06-13 15:34:58,1,4,-47,0.96
2025-06-13 15:34:59,1,4,-47,0.93
Summary,1,1,-59,-60
Summary,1,2,-60,-62
Summary,1,3,-62,-64
Summary,1,4,-47,-48
