Time,Major,Minor,RSSI,Accuracy
2025-06-13 14:59:13,1,1,-60,8.95
2025-06-13 14:59:14,1,1,-60,7.95
2025-06-13 14:59:15,1,1,-60,7.25
2025-06-13 14:59:16,1,1,-60,6.73
2025-06-13 14:59:17,1,1,-60,6.33
2025-06-13 14:59:13,1,2,-57,4.07
2025-06-13 14:59:14,1,2,-56,3.76
2025-06-13 14:59:15,1,2,-56,3.53
2025-06-13 14:59:16,1,2,-52,2.92
2025-06-13 14:59:17,1,2,-52,2.54
2025-06-13 14:59:13,1,3,-60,6.88
2025-06-13 14:59:14,1,3,-60,6.43
2025-06-13 14:59:15,1,3,-60,6.08
2025-06-13 14:59:16,1,3,-59,5.66
2025-06-13 14:59:17,1,3,-56,4.89
2025-06-13 14:59:13,1,4,-43,0.54
2025-06-13 14:59:14,1,4,-42,0.51
2025-06-13 14:59:15,1,4,-42,0.49
2025-06-13 14:59:16,1,4,-43,0.50
2025-06-13 14:59:17,1,4,-43,0.51
Summary,1,1,-60,-60
Summary,1,2,-52,-54
Summary,1,3,-56,-59
Summary,1,4,-42,-42
